role,packet,sample_id,official_split,relation,channel,confidence,original_label,caption,original_caption,camc_reg_votes,clip_fusion_votes,text_only_votes
ep_boundary,pilot_seed42,77,scene_resnet_place,N,event_provenance,medium,falsified,A man enjoys the weather along the Black Sea near Olympic Park,A man dressed in white stands on the shores of Havana Bay as he performs a Santeria ritual in Regla Cuba on Dec 27 2014,N/N/N,N/N/N,N/N/N
ep_boundary,pilot_seed42,2,scene_resnet_place,N,event_provenance,medium,falsified,People wait during a food distribution in the West Point slum of Monrovia Liberia,Burundian refugees in Kagunga village in western Tanzania,N/N/N,N/N/N,N/N/N
ep_boundary,formal_seed43,202,person_sbert_text_text,N,event_provenance,medium,falsified,Daniel DayLewis wins the Oscar for best actor for his role in Lincoln,Daniel DayLewis Kevin Spacey and Julie Walters were among the attendees,N/N/N,N/N/N,N/N/N
ep_boundary,pilot_seed42,93,scene_resnet_place,N,event_provenance,medium,falsified,Edinburgh council are facing legal action from the European commission over the selloff of its Caltongate site near the Royal Mile,Lancaster Castle prison is one of three earmarked for closure according to the Times,N/N/N,N/N/N,N/N/N
ep_boundary,pilot_seed42,49,person_sbert_text_text,N,event_provenance,medium,falsified,Oscar Pistorius leaves the high court in Pretoria South Africa Tuesday,Oscar Pistorius is awaiting trial for premeditated murder after shooting his girlfriend Reeva Steenkamp dead in February,N/N/N,N/N/N,N/N/N
ep_boundary,formal_seed43,321,person_sbert_text_text,N,event_provenance,medium,falsified,Andy Murray in action during his match against Milos Raonic,Andy Murray leaves the clubhouse to start his raindelayed Aegon Championship men s singles final against Marin Cilic at Queen s,N/N/N,N/N/N,N/N/N
ep_boundary,pilot_seed42,45,person_sbert_text_text,N,event_provenance,medium,falsified,Rafael Nadal reacts during his match against Denis Istomin on Monday,Rafael Nadal serves against Fabio Fognini during the men s single semifinal of the 2015 China Open,N/N/N,N/N/N,N/N/N
ek_boundary,formal_seed43,230,scene_resnet_place,N,external_knowledge,medium,falsified,Samsung shows off its Gear S smartwatch at the Consumer Electronics Show in January,The new Apple Watch is viewed at an Apple store in New York,N/N/N,N/N/N,N/N/N
ek_boundary,formal_seed43,294,semantics_clip_text_image,N,external_knowledge,medium,falsified,President Obama returns to the White House after traveling to the Florida Everglades on April 22 2015,US Secretary of State John Kerry prepares to board his aircraft at Andrews Air Force Base on Nov 2 2013 ahead of his trip to Cairo,N/N/N,N/N/N,N/N/N
ek_boundary,formal_seed43,327,semantics_clip_text_text,N,external_knowledge,medium,falsified,Techo Hun Sen prime minister of Cambodia attends a panel session,The UN secretary general Ban Kimoon attends the opening of the summit,N/N/N,N/N/N,N/N/N
ek_boundary,formal_seed43,342,semantics_clip_text_text,N,external_knowledge,medium,falsified,Former New York City mayor Michael Bloomberg is to head a climate change taskforce,Tony Blair has cancelled a London signing of his memoirs A Journey,N/N/N,N/N/N,N/N/N
ek_boundary,formal_seed43,339,semantics_clip_text_image,N,external_knowledge,medium,falsified,Barbara Bush one of former president George W Bush s twin daughters attended a fundraiser for Hillary Clinton in Paris Saturday night,Ivanka Trump and Melania Trump listen to Donald Trump speak after the New York primary on April 19 2016 at Trump Tower,N/N/N,N/N/N,N/N/N
ek_boundary,pilot_seed42,70,semantics_clip_text_image,N,external_knowledge,medium,falsified,Gianfranco Fini the speaker of Italy s lower house and cofounder of the Freedom People movement,EU Energy Commissioner Miguel Arias Canete says progress has been painfully slow The technical talks are seriously lagging behind the political discussion and this must change,N/N/N,N/N/N,N/N/N
ek_boundary,formal_seed43,274,semantics_clip_text_image,N,external_knowledge,medium,falsified,Brown channeled his inner Michael Jackson in a performance for NBC s Today show in June 2008,Nigerian star Femi Kuti performs on the Pyramid stage,N/N/N,N/N/N,N/N/N
ek_boundary,formal_seed43,319,semantics_clip_text_image,N,external_knowledge,medium,falsified,Ghaith AbdulAhad is one of the three Guardian journalists nominated for the Orwell prize for journalism,Dr Bassem Youssef now a household name on Egyptian TV says the main aim of his satirical show is to get citizens more involved in politics,N/N/N,N/N/N,N/N/N
ek_boundary,formal_seed43,270,semantics_clip_text_image,N,external_knowledge,medium,falsified,At times Denis Istomin must have felt like he was facing four Novak Djokovics as the defending champion raced to a 20 lead,Mardy Fish is no John McEnroe despite the red hair and the headband,N/N/N,N/N/N,N/N/N
ek_boundary,formal_seed43,244,semantics_clip_text_image,N,external_knowledge,medium,falsified,Shay Given the Republic of Ireland goalkeeper fails to stop Fernando Torres scoring Spain s first goal,Goalkeeper Manuel Neuer of Germany in action against Ghana,N/N/N,N/N/N,N/N/N
ek_boundary,formal_seed43,322,semantics_clip_text_image,N,external_knowledge,medium,falsified,Rafa CabreraBello plays a shot on the 10th hole during the first round of the 2016 PGA Championship at Baltusrol Golf Club in Springfield NJ,Freddie Jacobson of Sweden hits out of a bunker,N/N/N,N/N/N,N/N/N
ek_boundary,pilot_seed42,22,semantics_clip_text_image,N,external_knowledge,medium,falsified,Luciano Pavarotti was one of the world s most famous tenors and he performed in the UK for the first time in Belfast in May 1963,Campbell second from right with the Ian Campbell Folk Group from left Brian Clark Lorna Campbell John Dunkerley and Dave Swarbrick,N/N/N,N/N/N,N/N/N
ek_boundary,formal_seed43,282,semantics_clip_text_text,N,external_knowledge,medium,falsified,Liverpool want their Serbia winger Lazar Markovic to return next summer after his loan period at Fenerbahce,Radamel Falcao came on as a substitute in the win against Stoke City,N/N/N,N/N/N,N/N/N
ek_boundary,formal_seed43,309,semantics_clip_text_image,N,external_knowledge,medium,falsified,John Downey who was accused of the 1982 Hyde Park bombing walked free on Tuesday,Boylan worked for the University of Dundee at Ninewells Hospital,N/N/N,N/N/N,N/N/N
ek_boundary,formal_seed43,348,semantics_clip_text_text,N,external_knowledge,medium,falsified,Donald Trump speaks during a campaign rally March 11 in St Louis,Democratic presidential candidate Bernie Sanders speaks at a town hall campaign event at Grinnell College in Grinnell Iowa on Jan 25 2016,N/N/N,N/N/N,N/N/N
ek_boundary,formal_seed43,203,semantics_clip_text_text,N,external_knowledge,medium,falsified,John Kerry met Xi Jinping and Foreign Minister Wang Yi,David Cameron and the Chinese premier Wen Jiabao,N/N/N,N/N/N,N/N/N
ek_boundary,formal_seed43,238,semantics_clip_text_text,N,external_knowledge,medium,falsified,A judge ruled that the Christian owners of Ashers bakery discriminated against Gareth Lee by refusing to make a cake with a slogan supporting samesex marriage,ITV has dropped Mel Giedroyc and Sue Perkins chatshow despite their success with the BBC s Great British Bake Off Princess ProductionsITV,N/N/N,N/N/N,N/N/N
ek_boundary,formal_seed43,333,semantics_clip_text_text,N,external_knowledge,medium,falsified,Development on Flickr has accelerated since Mayer herself a keen Instagram user took over as chief executive in July,Apple s Craig Federighi launches OS X Mavericks,N/N/N,N/N/N,N/N/N
ek_boundary,formal_seed43,314,semantics_clip_text_image,N,external_knowledge,medium,falsified,Australia s defence minister David Johnston said search teams had several days of intense action ahead of them,The prince was greeted by New South Wales Premier Mike Baird at the Opera House,N/N/N,N/N/N,N/N/N
ek_boundary,pilot_seed42,44,person_sbert_text_text,N,external_knowledge,medium,falsified,Geoffrey Howe and Margaret Thatcher at the European Union summit meeting in Copenhagen December 1987,Margaret Thatcher here with French President Francois Mitterrand in 1985 was nominated by Charles Powell as greatest foreign secretary although nominally she never held the post,N/N/N,N/N/N,N/N/N
ek_boundary,pilot_seed42,23,semantics_clip_text_image,N,external_knowledge,medium,falsified,Daniel Hayman leaves court in Sydney in June 2014 after pleading guilty to indecent assault,Dustin Hoffman as Chester Ace Bernstein in Luck the new HBO drama series,N/N/N,N/N/N,N/N/N
ek_boundary,formal_seed43,217,semantics_clip_text_image,N,external_knowledge,medium,falsified,Kenneth Kaunda former president of Zambia speaks during the funeral ceremony,Zimbabwe s President Robert Mugabe center and his wife Grace pass European Council President Herman Van Rompuy left as they reach their seats for the ceremony,N/N/N,N/N/N,N/N/N
ek_clip_catch,pilot_seed42,13,semantics_clip_text_image,N,external_knowledge,medium,falsified,Dale Lindley said Sophie loved her bike and often rode it to school,GatlinburgPittman High School where Justin Shults attended,N/N/N,C/C/C,N/N/N
ek_clip_catch,pilot_seed42,27,semantics_clip_text_text,N,external_knowledge,medium,falsified,Rachel Evan Wood stars as Kate Winslet onscreen daughter in Mildred Pierce,Eddie Redmayne as Lili Elbe in The Danish Girl,N/N/N,C/C/C,N/N/C
ek_clip_catch,pilot_seed42,97,semantics_clip_text_text,N,external_knowledge,medium,falsified,Mandela said he felt like a young boy of 15 on hearing South Africa had won its World Cup bid,Arsene Wenger says Arsenal will take their feelgood factor into the Champions League game against Borussia Dortmund,N/N/N,C/C/C,N/N/N
ek_clip_catch,pilot_seed42,6,person_sbert_text_text,N,external_knowledge,low,falsified,Sandy and Oscar are pals Here she is in 2014,A work crew clears debris and fallen trees in Larchmont NY after Sandy tore through the area,N/C/C,C/C/C,N/N/N
ek_clip_catch,formal_seed43,335,semantics_clip_text_text,N,external_knowledge,medium,falsified,It was just a flesh wound Larry Clark Photograph courtesy of the artistSimon Lee Gallery LondonLuhring Augustine New York,Cassandro is not somebody to play around with in action at the Resistance gallery in Bethnal Green east London,N/N/N,C/C/C,C/C/C
ek_clip_catch,formal_seed43,250,scene_resnet_place,N,external_knowledge,medium,falsified,Lawyers for Palestinian authority argue that group does not have money to compensate Americans affected by attacks between 2002 and 2004,People wave flags at the official Olympic Games handover party outside Buckingham Palace,N/C/N,C/C/C,N/N/N
ek_clip_catch,formal_seed43,209,semantics_clip_text_text,N,external_knowledge,medium,falsified,Ecca Vandal is Gasometer resident performer throughout the month of March,Jeff Koons topiary sculpture Puppy which sits outside the Guggenheim Museum in Bilbao Spain,N/N/N,C/C/C,C/C/C
ek_clip_catch,formal_seed43,248,scene_resnet_place,N,external_knowledge,medium,falsified,Thousands of acres of parkland in London and landmarks including Trafalgar Square and Parliament Square should become smokefree zones a report has said,As well as India Facebook wants to bring internet connectivity to hardtoreach parts of Africa,N/C/N,C/C/C,N/N/N
ek_clip_catch,formal_seed43,344,semantics_clip_text_image,N,external_knowledge,medium,falsified,Richard Desmond wants to move Northern and Shell and West Ferry printers from London s Docklands,Standing tall George Entwistle the director general of the BBC,N/N/N,C/C/C,N/N/N
ek_clip_catch,formal_seed43,313,scene_resnet_place,N,external_knowledge,medium,falsified,Credit Suisse 2014 Global Wealth report https publicationscreditsuissecomtasksrenderfile fileID60931FDEA2D2F568B041B58C5EA591A4,2001 Greyhound s company logo on the side of a Greyhound bus in Chicago Illinois,N/N/N,C/C/C,N/N/N
ek_clip_catch,formal_seed43,221,semantics_clip_text_image,N,external_knowledge,medium,falsified,North Korean prime minister Kim Yongil pictured in Seoul in 2007 apologised for causing pain among the people,Actress Stacey Dash got slammed on Twitter for supporting Republican presidential candidate Mitt Romney,N/N/N,C/C/C,N/N/N
ek_clip_catch,formal_seed43,331,semantics_clip_text_text,N,external_knowledge,medium,falsified,The pieces Water and Fire from Yinka Shonibare s newlyopened Fabrication exhibition at the Yorkshire Sculpture Park Read more here,Spot on Hirst with Mickey He joins a select group of artists including Andy Warhol who have been invited by Disney to recreate their iconic character,N/E/E,C/C/C,N/N/N
ek_clip_catch,formal_seed43,222,semantics_clip_text_text,N,external_knowledge,medium,falsified,BYU quarterback Tanner Magnum is sacked for a loss by Utah defensive tackle Viliseni Fauonuku in the Las Vegas Bowl at Sam Boyd Stadium,Indianapolis Colts defenders Tyjuan Hagler Antonio Johnson and Clint Session tackle San Diego Chargers running back Darren Sproles during their NFL wildcard playoff in San Diego,C/N/C,C/C/C,C/C/C
ek_clip_catch,formal_seed43,349,scene_resnet_place,N,external_knowledge,low,falsified,Tiger divested 60 of Tigerair Australia to Virgin Australia,A file photo shows the counters of German airline Germanwings at the airport in Cologne Germany on Oct 16 2014,C/C/C,C/C/C,C/C/C
ek_clip_catch,formal_seed43,251,scene_resnet_place,N,external_knowledge,medium,falsified,The yeraz or ErAZ 762 was the first vehicle produced by the factory The original staff were trained at the Riga Autobus Factory in Latvia and UAZ in Russia,One ad featured a Cobra vendor on an Indian train,C/C/N,C/C/C,C/C/C
other_all,pilot_seed42,63,semantics_clip_text_image,N,other,low,falsified,Juicy pear rug From 395sq m by Lorraine Statham for Loophouse,Best I wanted George on a bedroom floor but I wanted a bit of his personality in there hence the Playboy I had the cheesy bedspread already,N/N/N,N/N/C,N/N/N
temporal_provenance_all,pilot_seed42,37,semantics_clip_text_text,N,temporal_provenance,medium,falsified,Jordan Spieth has the tough task of presenting the green jacket to the new champion Danny Willett,Bubba Watson right in the Green Jacket presented to him by 2013 champion Adam Scott after winning the 2014 Masters,N/N/N,N/N/N,N/N/N
other_all,pilot_seed42,8,scene_resnet_place,N,other,medium,falsified,For the first time in more than four decades more Mexican immigrants are returning to their home country than coming to the United States according to a report released Thursday,TSA officers close off the security checkpoint to travelers at Northwest Florida Regional Airport on Jan 28 2014 The airport canceled flights due to anticipated snow and ice,N/N/N,N/N/N,N/N/N
other_all,pilot_seed42,33,semantics_clip_text_image,N,other,medium,falsified,President Rousseff Below that green and yellow jersey you represent a powerful legacy of the Brazilian people,Nicholas Lucena of the United States highfives fans as he takes the court with teammate Phil Dalhausser to play Tunisia in a men s beach volleyball match,N/N/N,N/N/N,C/C/C
temporal_provenance_all,pilot_seed42,38,scene_resnet_place,N,temporal_provenance,high,falsified,Apple experienced problems of its own following the release of iOS 8,There are translations for Nokia and Motorola but not iPad or iPhone in China,N/N/N,N/N/N,C/C/C
temporal_provenance_all,formal_seed43,243,person_sbert_text_text,N,temporal_provenance,medium,falsified,Chris Froome tells fans to move out of the way as he races up the Col de Soudet,Great Britain s Chris Froome wearing the overall leader s yellow jersey takes the start of the the 13th stage of the Tour de France,N/N/N,N/N/N,N/N/N
